Packet Index,Arrival Time,GeneratingTime,FlowDelay,MulticastIdx,GWDelay,UEDelay,Protocol
306.0,37.4343750477,31.6182780266,5.8179550171,2.0,5000.0,250.0,3GPP
307.0,37.5354380607,31.7205798626,5.8167161941,2.0,5000.0,250.0,3GPP
308.0,37.6371591091,31.8223059177,5.8167111874,2.0,5000.0,250.0,3GPP
309.0,37.7407829761,31.9241290092,5.8185119629,2.0,5000.0,250.0,3GPP
310.0,37.8416469097,32.0258920193,5.8176128864,2.0,5000.0,250.0,3GPP
311.0,37.9436190128,32.1275758743,5.8179011345,2.0,5000.0,250.0,3GPP
312.0,38.0446460247,32.2292170525,5.8172869682,2.0,5000.0,250.0,3GPP
313.0,38.1500570774,32.3321790695,5.8197360039,2.0,5000.0,250.0,3GPP
314.0,38.2516191006,32.4356188774,5.8178582192,2.0,5000.0,250.0,3GPP
315.0,38.3611741066,32.5442688465,5.8187632561,2.0,5000.0,250.0,3GPP
316.0,38.462116003,32.6463370323,5.8176369667,2.0,5000.0,250.0,3GPP
317.0,38.5733180046,32.7560110092,5.8191649914,0.0,5000.0,250.0,3GPP
318.0,38.6729929447,32.8581280708,5.8167228699,0.0,5000.0,250.0,3GPP
319.0,38.7763190269,32.9604668617,5.8177101612,0.0,5000.0,250.0,3GPP
320.0,38.878319025,33.0625009537,5.8176760673,0.0,5000.0,250.0,3GPP
321.0,38.9819951057,33.1652178764,5.8186352253,0.0,5000.0,250.0,3GPP
